age,education,balance,duration
33,secondary,69,300
33,tertiary,153,405
36,tertiary,806,106
34,secondary,66,11
54,secondary,0,62
49,tertiary,4961,298
36,secondary,528,225
47,secondary,1160,117
33,secondary,312,7
35,tertiary,539,198
41,secondary,0,182
26,tertiary,2803,11
36,secondary,774,231
33,tertiary,644,124
36,secondary,5315,43
60,secondary,0,149
59,primary,182,133
60,secondary,594,35
33,tertiary,0,624
36,secondary,414,136
54,secondary,5372,221
25,tertiary,2305,207
26,tertiary,1720,383
53,secondary,6112,211
31,tertiary,433,114
32,tertiary,428,142
43,secondary,21,203
31,secondary,8626,155
53,secondary,5797,267
51,secondary,867,177
25,secondary,582,438
36,tertiary,-679,110
40,secondary,5061,63
43,secondary,308,137
31,secondary,863,146
48,secondary,197,47
34,primary,285,625
32,secondary,414,236
50,primary,1158,116
37,secondary,12939,77
54,primary,117,165
29,tertiary,1669,297
57,secondary,169,369
46,secondary,1232,300
55,tertiary,8037,114
43,secondary,553,362
34,secondary,-142,107
25,secondary,483,189
28,secondary,387,158
35,secondary,1659,149
50,tertiary,199,116
34,primary,517,330
58,primary,3401,84
41,tertiary,572,419
31,tertiary,2915,211
54,secondary,2749,341
32,unknown,393,169
68,primary,250,360
28,tertiary,59,330
30,secondary,363,165
47,tertiary,8118,326
28,tertiary,282,329
27,secondary,1235,191
47,secondary,152,193
43,secondary,128,71
29,secondary,307,216
32,primary,329,321
34,secondary,2467,368
31,primary,997,256
35,secondary,0,80
50,primary,1558,294
32,secondary,4471,197
33,tertiary,390,161
29,tertiary,323,118
29,secondary,222,197
44,primary,1617,56
29,tertiary,246,269
43,primary,177,124
27,primary,1088,201
35,primary,483,115
26,tertiary,2170,317
36,tertiary,1291,298
51,secondary,1096,138
59,secondary,2735,213
56,primary,151,128
31,tertiary,1489,678
34,tertiary,0,251
34,secondary,883,166
33,tertiary,483,280
29,secondary,120,197
34,secondary,-75,151
32,tertiary,507,362
56,primary,0,996
38,secondary,902,650
39,primary,118,906
48,secondary,1266,45
26,tertiary,159,589
31,unknown,640,92
54,secondary,2156,261
40,secondary,0,561
56,primary,5496,330
65,tertiary,1153,224
50,tertiary,2442,145
32,tertiary,2360,152
59,secondary,2921,251
59,secondary,44134,117
64,secondary,1176,104
30,secondary,1013,24
41,primary,201,157
31,secondary,757,343
27,tertiary,32,239
27,secondary,924,84
48,primary,3,69
43,tertiary,0,132
26,tertiary,23494,136
48,secondary,-92,1393
59,secondary,514,261
54,tertiary,1303,1635
44,secondary,6178,213
31,secondary,-106,258
52,primary,3016,142
51,tertiary,2814,178
32,secondary,320,22
33,secondary,-266,16
32,tertiary,357,133
33,tertiary,546,54
45,unknown,19706,419
51,primary,377,143
52,tertiary,199,373
41,tertiary,0,858
35,tertiary,1891,188
58,primary,835,296
34,secondary,427,192
52,unknown,1785,168
38,secondary,325,14
28,secondary,3463,64
53,primary,751,1528
41,secondary,2081,53
31,primary,124,343
28,secondary,2700,337
26,secondary,450,542
49,secondary,1403,124
29,tertiary,877,166
28,secondary,122,155
36,secondary,587,248
28,secondary,679,406
38,tertiary,1369,841
34,tertiary,1295,246
39,primary,710,14
37,secondary,1116,18
39,secondary,661,84
33,tertiary,1724,252
32,secondary,-515,19
52,secondary,894,363
32,tertiary,422,182
55,secondary,964,66
34,secondary,520,22
46,tertiary,-319,80
26,secondary,-168,246
30,tertiary,409,31
32,secondary,1844,158
44,primary,764,224
38,secondary,384,387
30,secondary,490,82
42,secondary,58,428
30,secondary,151,276
29,tertiary,300,125
33,secondary,1883,121
31,primary,845,148
31,tertiary,1214,39
32,tertiary,5874,298
36,primary,102,306
48,secondary,312,369
36,secondary,13,150
34,secondary,563,150
60,secondary,758,282
56,tertiary,350,83
30,secondary,72,86
29,tertiary,559,143
29,secondary,18,206
36,tertiary,254,303
36,tertiary,1582,26
51,primary,605,91
29,secondary,1288,266
32,secondary,0,446
34,tertiary,1190,18
29,tertiary,1606,17
42,primary,2398,144
39,unknown,295,254
42,secondary,440,13
27,tertiary,1,65
38,tertiary,655,389
32,secondary,1215,211
46,secondary,863,67
34,secondary,261,88
46,unknown,677,425
60,tertiary,3461,128
52,tertiary,0,790
38,tertiary,1324,178
39,secondary,-114,372
36,tertiary,221,225
27,secondary,551,565
54,secondary,258,294
69,primary,2713,32
43,tertiary,5082,99
34,tertiary,425,289
31,tertiary,1331,182
24,secondary,172,114
38,tertiary,613,239
44,secondary,497,321
27,secondary,-401,205
28,tertiary,3026,124
48,secondary,11371,109
54,secondary,175,94
36,tertiary,618,280
36,tertiary,219,22
27,primary,1,10
41,tertiary,0,168
26,secondary,184,110
54,secondary,1154,125
27,secondary,0,392
26,tertiary,174,222
32,secondary,13565,613
32,tertiary,703,489
31,unknown,-120,100
34,tertiary,99,264
32,tertiary,520,443
50,secondary,458,184
33,secondary,289,515
29,tertiary,1028,667
43,secondary,473,148
62,tertiary,3685,181
52,secondary,411,180
44,tertiary,3850,130
27,tertiary,127,449
39,tertiary,30,265
42,primary,-97,216
54,primary,541,237
26,secondary,2353,498
28,secondary,642,481
37,secondary,80,248
47,secondary,-346,137
59,primary,282,301
37,secondary,1050,586
26,secondary,119,247
34,tertiary,586,43
41,tertiary,0,475
30,secondary,732,1404
28,secondary,525,176
36,secondary,1177,50
37,secondary,1472,126
40,tertiary,1308,1776
34,tertiary,651,351
32,tertiary,272,188
58,secondary,629,193
59,tertiary,705,537
34,tertiary,823,178
33,secondary,901,18
59,secondary,1089,264
48,tertiary,2,165
58,secondary,0,702
49,secondary,780,354
40,primary,-78,2053
56,tertiary,2366,538
54,tertiary,1460,341
29,secondary,655,225
36,secondary,58,24
42,secondary,400,198
33,tertiary,14889,22
48,tertiary,460,91
58,tertiary,1387,140
32,secondary,41,251
42,tertiary,725,124
53,secondary,483,288
56,primary,802,258
60,tertiary,305,137
57,secondary,192,119
44,unknown,284,167
43,secondary,-45,140
28,secondary,67,20
56,primary,284,124
49,secondary,298,392
41,tertiary,-78,69
30,tertiary,113,230
27,secondary,16,54
59,secondary,1866,288
50,secondary,103,109
47,secondary,3188,426
30,secondary,62,678
57,unknown,2610,258
33,tertiary,191,678
45,tertiary,1199,221
40,tertiary,502,267
51,secondary,5885,134
55,primary,-53,225
31,tertiary,777,245
46,secondary,1547,401
28,secondary,2000,226
53,primary,-211,195
33,secondary,640,439
41,tertiary,-89,195
26,secondary,4751,231
26,tertiary,1837,417
46,secondary,4007,380
55,primary,781,112
54,secondary,1178,41
55,tertiary,-350,87
30,tertiary,179,8
45,secondary,366,235
57,tertiary,113,191
36,secondary,3578,45
41,tertiary,236,159
26,tertiary,822,371
32,tertiary,47,693
58,tertiary,6162,112
59,tertiary,5956,541
58,secondary,1142,82
31,tertiary,302,181
33,tertiary,461,189
56,secondary,145,224
48,secondary,2088,93
52,secondary,330,228
57,secondary,82,140
59,tertiary,941,231
52,secondary,774,79
33,secondary,647,124
29,secondary,336,197
52,primary,768,82
50,tertiary,207,99
41,secondary,2423,101
51,unknown,1328,119
60,primary,4243,387
30,secondary,96,291
54,tertiary,195,47
36,secondary,1855,75
59,secondary,865,1086
44,primary,414,138
38,secondary,351,112
40,tertiary,1082,264
45,tertiary,75,236
30,tertiary,1028,1294
40,secondary,1674,144
37,secondary,0,131
43,primary,264,224
42,primary,148,102
52,primary,2281,82
43,tertiary,1317,112
54,secondary,15,93
32,secondary,104,233
32,secondary,5670,326
30,tertiary,1067,78
27,secondary,-437,352
53,secondary,757,20
46,secondary,1342,135
45,primary,305,211
38,secondary,308,197
38,tertiary,175,139
38,secondary,581,281
35,tertiary,7,72
42,secondary,240,183
31,secondary,1005,429
39,secondary,105,137
47,secondary,243,220
35,tertiary,134,219
36,tertiary,-534,22
56,primary,115,111
28,secondary,127,66
38,secondary,221,93
36,secondary,0,235
58,primary,4967,176
43,secondary,0,175
41,primary,201,69
43,primary,392,110
55,primary,384,75
33,secondary,0,56
28,tertiary,0,546
33,secondary,464,207
36,secondary,376,180
46,secondary,345,86
38,secondary,53,226
32,tertiary,1974,775
40,primary,69,171
45,secondary,28,215
41,tertiary,-195,52
32,tertiary,2059,886
52,tertiary,-970,489
55,primary,3957,79
44,tertiary,5156,54
33,secondary,0,154
31,secondary,25,143
43,secondary,370,257
59,tertiary,0,47
60,unknown,0,273
40,unknown,109,258
46,primary,-17,81
48,secondary,1559,130
37,secondary,496,118
53,unknown,289,502
40,primary,658,132
38,secondary,2470,131
37,secondary,2,220
40,secondary,293,192
30,tertiary,305,227
37,secondary,895,219
33,secondary,0,264
51,secondary,2,71
59,secondary,4497,213
48,unknown,343,191
34,tertiary,4831,265
34,secondary,1921,61
36,secondary,1055,62
56,primary,284,177
29,tertiary,1713,227
32,tertiary,0,106
39,unknown,931,64
32,tertiary,1246,192
45,secondary,1951,692
28,secondary,34,16
48,secondary,438,42
52,secondary,643,270
37,tertiary,0,199
34,tertiary,73,426
43,secondary,553,125
52,tertiary,732,48
47,tertiary,178,291
31,primary,406,736
57,primary,-464,75
30,tertiary,1,66
32,secondary,4,145
39,secondary,512,275
32,tertiary,1431,199
30,secondary,1058,515
36,secondary,372,94
37,secondary,655,258
31,secondary,119,380
51,tertiary,371,52
39,tertiary,-980,52
57,secondary,4391,1416
58,secondary,1640,72
31,tertiary,168,193
30,tertiary,405,128
33,secondary,19,56
40,unknown,1181,718
30,primary,-10,316
36,unknown,449,166
28,secondary,0,428
29,tertiary,1441,80
38,tertiary,227,89
39,secondary,935,78
48,secondary,320,118
43,secondary,1187,80
47,tertiary,274,313
31,tertiary,1957,112
39,tertiary,606,79
32,secondary,746,305
51,secondary,536,53
43,secondary,4056,154
48,tertiary,1223,193
75,primary,3881,136
53,tertiary,20772,715
37,secondary,342,127
26,secondary,44,193
30,secondary,5,196
35,primary,739,605
30,secondary,0,405
29,secondary,328,25
43,tertiary,-194,57
38,tertiary,0,138
31,tertiary,454,73
52,secondary,2338,232
34,secondary,4962,83
39,primary,33,211
42,secondary,30,98
37,tertiary,594,62
58,tertiary,2142,41
27,tertiary,931,1078
53,secondary,1103,101
27,secondary,77,253
52,tertiary,0,74
34,primary,0,77
39,secondary,43,108
46,secondary,182,56
33,primary,158,110
26,secondary,334,46
39,secondary,-168,7
32,secondary,6172,93
59,tertiary,185,283
52,secondary,371,50
32,secondary,678,1579
36,tertiary,98,146
34,tertiary,49,250
31,tertiary,141,572
34,secondary,783,142
42,primary,75,120
47,secondary,-75,57
56,tertiary,2189,180
41,primary,548,149
38,secondary,814,306
52,primary,528,307
45,secondary,242,510
35,tertiary,7990,357
60,secondary,6132,266
32,primary,354,239
59,secondary,729,99
45,primary,274,101
33,secondary,575,254
32,tertiary,322,101
33,tertiary,3805,72
33,tertiary,597,134
47,tertiary,-230,293
43,primary,223,112
46,tertiary,705,398
32,secondary,767,42
27,tertiary,451,112
56,primary,122,72
42,tertiary,0,358
30,secondary,364,331
28,tertiary,637,324
60,secondary,414,147
54,secondary,-200,71
45,secondary,1778,41
46,secondary,388,6
39,secondary,794,71
33,secondary,1473,43
33,secondary,3,222
45,secondary,985,156
37,secondary,2442,97
41,tertiary,-94,1164
38,secondary,1442,334
31,tertiary,665,156
38,secondary,-213,519
51,tertiary,1594,197
37,primary,236,101
39,secondary,223,277
32,tertiary,1496,267
43,secondary,372,618
28,secondary,358,220
22,tertiary,897,133
60,secondary,385,80
31,secondary,1214,974
24,secondary,99,56
37,secondary,1045,301
34,secondary,1651,246
28,secondary,568,11
54,tertiary,7249,102
35,secondary,341,348
41,tertiary,28,358
37,primary,175,430
41,unknown,402,604
46,tertiary,2044,25
29,primary,639,358
33,tertiary,641,147
48,secondary,7408,101
34,secondary,272,287
69,primary,324,136
29,secondary,2559,214
60,primary,2516,157
49,tertiary,20,117
50,secondary,167,346
40,tertiary,1498,62
28,tertiary,6817,154
30,tertiary,2666,467
51,primary,362,108
36,secondary,0,137
30,tertiary,222,111
39,secondary,383,292
51,primary,618,69
43,secondary,6,58
38,tertiary,973,138
31,unknown,301,371
42,secondary,1133,161
27,secondary,911,471
33,secondary,237,1052
39,primary,590,190
32,secondary,557,210
49,secondary,10613,1226
37,tertiary,1032,63
34,unknown,98,268
29,tertiary,697,206
31,tertiary,2937,173
29,tertiary,53,128
43,secondary,1650,154
33,secondary,-241,117
46,tertiary,954,532
28,secondary,9,306
30,secondary,865,114
33,tertiary,138,141
28,secondary,458,112
27,secondary,298,207
39,secondary,229,238
48,secondary,7,191
40,secondary,1142,126
40,secondary,6322,459
40,secondary,4126,671
38,tertiary,201,209
32,tertiary,2853,419
39,secondary,1309,587
46,secondary,374,23
34,secondary,244,696
59,primary,616,253
33,secondary,889,139
40,secondary,4082,113
31,tertiary,1320,377
29,secondary,887,343
45,secondary,7895,872
32,secondary,202,429
32,secondary,-344,44
32,primary,-849,204
37,primary,91,283
44,secondary,272,219
41,secondary,1245,123
37,secondary,-143,95
34,secondary,531,279
35,tertiary,-30,218
42,secondary,234,765
43,secondary,0,235
52,primary,314,131
37,secondary,1169,311
35,primary,21,166
41,secondary,546,418
52,secondary,463,132
31,secondary,622,15
28,tertiary,373,126
34,secondary,382,494
58,primary,588,171
53,primary,2135,152
49,tertiary,196,9
53,tertiary,856,102
59,secondary,479,37
28,tertiary,725,137
42,primary,454,23
36,secondary,627,146
53,secondary,230,56
53,primary,995,200
44,secondary,0,351
53,primary,255,134
36,primary,347,167
32,secondary,201,71
28,secondary,121,542
33,secondary,706,291
49,tertiary,0,772
51,secondary,362,318
30,tertiary,367,170
34,secondary,47,362
32,primary,651,628
39,secondary,3045,260
43,secondary,953,765
37,secondary,687,271
56,primary,199,331
33,secondary,304,160
47,primary,7351,1060
30,tertiary,0,730
54,secondary,688,379
27,secondary,1601,390
48,secondary,1724,102
40,secondary,694,97
57,secondary,285,348
38,tertiary,535,369
43,secondary,250,390
36,unknown,1023,184
49,tertiary,0,279
42,secondary,1450,394
28,tertiary,95,255
29,secondary,0,376
30,tertiary,6825,217
40,secondary,943,179
43,secondary,0,539
44,secondary,61,1261
50,tertiary,3284,195
55,secondary,1436,969
30,secondary,23,149
56,tertiary,856,70
55,primary,818,185
32,primary,218,177
30,secondary,357,215
56,unknown,1848,147
31,primary,449,140
43,secondary,354,49
30,tertiary,57,153
33,secondary,335,891
46,primary,580,30
38,secondary,1029,206
34,tertiary,-30,449
36,secondary,35,517
28,primary,198,976
49,secondary,171,19
28,tertiary,4253,336
54,tertiary,427,85
58,tertiary,0,304
60,secondary,2516,279
33,tertiary,1240,505
27,secondary,1600,603
50,secondary,12495,279
32,primary,1770,206
38,secondary,599,331
27,unknown,468,270
39,secondary,481,38
29,secondary,260,453
56,primary,1110,945
36,secondary,313,403
34,primary,277,68
55,primary,10,174
45,primary,412,45
32,tertiary,156,82
37,secondary,242,139
28,secondary,1532,279
31,tertiary,3,406
42,tertiary,3908,43
27,secondary,199,108
32,tertiary,124,87
26,secondary,1510,58
29,secondary,853,239
53,primary,805,136
38,secondary,571,275
37,tertiary,1639,207
47,primary,556,147
31,secondary,122,157
46,primary,96,151
32,secondary,557,388
48,secondary,955,108
32,tertiary,322,192
45,unknown,323,56
36,tertiary,2700,99
45,secondary,226,170
39,secondary,130,1290
37,secondary,-24,33
56,tertiary,-762,19
38,tertiary,1042,419
52,secondary,941,89
33,secondary,315,146
53,secondary,1355,447
28,secondary,392,214
53,tertiary,687,319
38,tertiary,4383,1381
30,secondary,313,1121
26,secondary,895,820
45,secondary,1966,76
46,secondary,594,197
32,tertiary,1230,35
36,secondary,110,185
30,secondary,-276,361
48,tertiary,4803,413
43,secondary,1667,1213
40,secondary,6915,156
37,secondary,277,244
28,tertiary,1246,239
51,tertiary,178,184
29,secondary,273,2775
28,secondary,0,15
44,primary,641,79
50,secondary,-111,19
41,secondary,-329,13
36,secondary,904,36
31,tertiary,106,67
32,secondary,2400,450
45,primary,572,13
50,secondary,761,273
34,secondary,0,293
33,secondary,165,126
48,secondary,341,382
43,secondary,53,305
34,secondary,314,114
51,primary,300,8
27,secondary,245,7
27,primary,494,16
59,secondary,1774,14
43,secondary,1063,141
46,tertiary,-191,674
37,secondary,126,313
69,tertiary,840,128
48,secondary,558,708
38,primary,890,43
35,secondary,-151,96
58,secondary,-382,398
36,primary,277,239
34,primary,496,173
33,secondary,16649,173
41,secondary,4,232
31,tertiary,46,90
49,secondary,1162,159
37,tertiary,132,175
30,primary,296,41
54,secondary,844,8
38,secondary,475,412
44,tertiary,309,676
37,tertiary,57,345
30,secondary,2616,301
30,secondary,574,11
26,secondary,1018,101
59,secondary,242,17
50,secondary,381,519
29,secondary,0,16
31,secondary,334,195
35,secondary,440,103
35,tertiary,500,177
33,tertiary,741,283
56,secondary,5737,11
34,secondary,1072,136
59,primary,19102,462
45,secondary,900,508
41,primary,438,46
32,secondary,1066,150
44,secondary,794,342
53,secondary,264,159
50,primary,388,701
39,secondary,994,221
38,tertiary,1819,101
36,secondary,3270,44
35,tertiary,2707,699
47,secondary,1815,105
29,secondary,503,433
31,secondary,430,129
31,secondary,554,94
37,tertiary,156,7
26,tertiary,1527,167
28,secondary,292,39
27,tertiary,81,197
57,tertiary,297,633
72,primary,9160,229
54,secondary,3611,81
33,tertiary,1410,8
59,primary,99,43
27,secondary,592,466
40,primary,118,162
34,tertiary,788,269
31,secondary,26,103
33,primary,596,308
42,primary,1520,115
30,secondary,144,259
58,primary,1249,187
32,secondary,3322,588
30,tertiary,1251,11
60,secondary,4,882
58,tertiary,1798,19
43,unknown,587,11
29,primary,549,205
49,primary,363,160
34,tertiary,404,10
31,tertiary,1109,642
30,secondary,1099,232
31,secondary,3528,132
49,tertiary,271,18
42,tertiary,233,446
37,secondary,63,434
48,secondary,194,62
44,tertiary,17747,8
33,tertiary,7114,271
36,secondary,767,77
42,tertiary,580,393
29,secondary,302,116
42,secondary,366,150
56,tertiary,3172,139
42,primary,1628,119
27,secondary,73,140
36,tertiary,258,230
29,secondary,1261,605
34,secondary,563,384
71,tertiary,2651,531
47,secondary,-332,48
44,tertiary,673,105
42,secondary,-34,176
56,tertiary,478,97
53,secondary,4554,8
27,secondary,63,98
26,secondary,624,188
38,secondary,65,173
30,primary,105,131
32,secondary,642,52
43,secondary,3529,169
30,secondary,293,232
34,tertiary,3,16
54,secondary,925,2
30,primary,81,37
59,primary,7179,150
34,secondary,87,33
32,secondary,150,210
40,primary,-187,160
54,tertiary,1544,85
50,secondary,223,221
55,secondary,529,33
56,tertiary,14344,358
48,secondary,658,109
29,secondary,767,253
39,secondary,829,336
47,secondary,1565,253
38,secondary,185,360
27,tertiary,2648,917
27,secondary,11,257
32,tertiary,205,141
35,primary,4564,508
29,tertiary,204,307
37,secondary,123,136
36,tertiary,467,305
26,secondary,101,810
39,primary,1846,306
57,secondary,890,343
33,secondary,682,251
41,secondary,-378,361
26,unknown,198,161
28,secondary,462,410
37,secondary,2203,9
29,secondary,1562,286
33,unknown,10600,202
47,primary,289,210
35,secondary,522,245
41,tertiary,13874,255
26,secondary,598,401
33,secondary,1387,185
27,secondary,616,263
45,unknown,169,58
35,tertiary,1557,225
35,tertiary,429,143
35,tertiary,457,114
30,secondary,40,133
52,secondary,-57,140
36,secondary,417,11
42,primary,-417,81
26,tertiary,725,1916
26,secondary,685,388
29,tertiary,991,563
28,tertiary,16,48
61,primary,433,346
49,secondary,32,128
57,secondary,7357,604
27,tertiary,2849,335
28,secondary,1364,75
39,tertiary,917,161
50,secondary,-812,8
26,secondary,1242,205
27,secondary,424,248
29,tertiary,241,7
36,tertiary,351,82
26,primary,440,143
36,secondary,1598,208
28,secondary,1820,134
27,secondary,923,139
30,secondary,566,110
60,tertiary,361,1837
59,secondary,2740,130
29,primary,34,227
59,secondary,2613,79
59,secondary,201,52
41,secondary,8,92
31,tertiary,96,577
34,primary,309,578
42,secondary,2037,135
34,secondary,155,696
47,primary,1927,130
42,secondary,-91,43
34,tertiary,0,71
37,secondary,7433,630
54,secondary,883,305
57,secondary,287,75
33,secondary,238,45
31,secondary,1004,96
30,primary,935,96
36,secondary,159,443
42,secondary,541,656
56,secondary,1187,47
40,secondary,632,611
60,tertiary,6684,173
34,secondary,1586,355
46,secondary,939,69
30,secondary,61,133
49,primary,217,537
30,secondary,405,103
54,unknown,0,686
37,secondary,681,187
45,secondary,33,437
56,secondary,1480,576
29,tertiary,4,156
41,tertiary,1143,134
48,unknown,459,134
50,tertiary,-5,1118
35,unknown,186,196
27,tertiary,312,251
34,primary,3648,288
32,tertiary,-149,93
33,tertiary,26721,435
27,secondary,299,29
38,primary,3132,304
29,tertiary,476,148
34,tertiary,66,102
40,secondary,18,166
34,tertiary,84,231
29,tertiary,841,217
59,unknown,0,214
58,secondary,-158,55
44,secondary,320,269
56,secondary,121,151
36,primary,646,148
36,tertiary,0,245
29,secondary,228,355
33,secondary,6106,345
40,tertiary,265,121
27,tertiary,0,196
35,tertiary,995,39
47,secondary,947,124
29,secondary,612,47
40,secondary,-212,71
41,secondary,618,1056
41,secondary,110,76
33,secondary,406,61
33,tertiary,184,113
57,tertiary,442,41
33,secondary,3358,502
34,secondary,1281,237
53,tertiary,1624,158
49,primary,1,98
54,primary,2253,266
32,secondary,1661,76
31,secondary,0,70
52,secondary,-307,272
40,secondary,-38,121
32,secondary,182,277
33,primary,28,144
28,secondary,440,177
46,tertiary,-780,128
47,secondary,58,33
57,primary,-319,620
46,tertiary,222,92
31,tertiary,541,100
38,tertiary,228,105
31,secondary,573,58
35,secondary,1087,110
32,tertiary,1813,102
29,primary,365,72
40,secondary,367,89
27,tertiary,497,125
37,secondary,629,255
58,unknown,1617,109
33,secondary,56,74
45,tertiary,2953,388
54,secondary,0,744
55,secondary,1765,445
30,secondary,728,393
42,secondary,315,208
45,secondary,925,118
34,tertiary,0,108
42,secondary,513,98
45,secondary,858,617
38,tertiary,915,22
34,tertiary,992,71
36,tertiary,190,217
30,secondary,79,528
32,secondary,2294,342
42,secondary,555,449
41,tertiary,791,215
58,secondary,0,1823
47,tertiary,178,17
35,tertiary,137,142
40,primary,665,177
33,tertiary,1,26
39,tertiary,122,787
35,secondary,1016,418
30,secondary,1743,192
28,tertiary,810,137
37,secondary,660,449
48,tertiary,500,53
29,secondary,209,605
55,secondary,956,116
27,secondary,126,147
48,tertiary,318,1017
36,secondary,624,518
26,tertiary,449,339
31,unknown,643,82
29,secondary,401,127
33,tertiary,1099,111
55,tertiary,127,80
48,secondary,750,85
43,primary,644,195
39,tertiary,2976,134
48,secondary,426,153
38,tertiary,0,214
40,primary,1908,1661
31,tertiary,2010,15
28,secondary,438,347
42,primary,4279,97
29,secondary,523,351
30,tertiary,285,693
28,secondary,1405,605
64,tertiary,6251,125
41,secondary,0,532
37,tertiary,-491,80
57,secondary,3754,1063
31,unknown,68,425
60,tertiary,2281,230
31,secondary,823,152
46,tertiary,157,120
33,secondary,14850,122
36,secondary,696,590
28,tertiary,510,110
37,primary,95,415
31,tertiary,544,401
25,secondary,2354,226
42,tertiary,1775,276
32,secondary,315,280
38,secondary,333,606
42,secondary,139,148
45,secondary,67,326
45,unknown,490,776
28,tertiary,676,1138
44,tertiary,1451,80
44,tertiary,184,653
60,secondary,473,175
41,primary,336,192
36,secondary,0,569
27,unknown,2183,219
33,tertiary,377,213
41,primary,4112,764
31,unknown,347,254
37,primary,655,127
30,secondary,11,363
50,secondary,1022,155
37,tertiary,21,89
51,secondary,3640,295
57,unknown,587,131
40,tertiary,0,985
30,secondary,436,138
34,secondary,713,124
40,tertiary,2135,171
59,primary,0,1307
57,tertiary,337,59
34,tertiary,1076,136
43,secondary,-19,124
31,primary,1738,895
34,tertiary,1228,263
39,secondary,357,250
39,secondary,0,95
37,primary,3777,206
33,secondary,894,509
58,tertiary,3342,344
44,tertiary,0,1960
57,secondary,4588,485
26,tertiary,690,76
40,primary,533,675
48,secondary,191,238
43,secondary,1022,163
35,secondary,0,155
29,tertiary,54,251
46,secondary,122,178
32,tertiary,0,550
56,primary,1770,916
36,secondary,145,267
42,unknown,906,434
34,secondary,403,319
28,tertiary,321,255
29,primary,132,559
43,secondary,375,193
33,secondary,123,273
47,secondary,2,236
37,secondary,111,60
32,primary,158,728
43,secondary,511,191
38,secondary,19,1130
26,secondary,430,450
34,tertiary,0,427
36,unknown,43,163
53,primary,80,230
26,secondary,116,319
31,tertiary,3729,176
35,tertiary,506,193
39,secondary,211,53
54,tertiary,542,48
33,secondary,687,178
39,secondary,0,14
39,tertiary,0,13
30,tertiary,640,124
33,secondary,420,112
34,secondary,1758,14
42,tertiary,1397,135
36,secondary,439,18
30,secondary,1282,156
43,secondary,488,8
29,secondary,247,204
49,tertiary,1145,36
38,primary,346,15
52,secondary,4873,381
44,tertiary,445,135
28,tertiary,0,15
53,secondary,287,13
29,tertiary,111,98
38,secondary,648,101
32,primary,1518,35
64,primary,440,495
26,tertiary,383,645
43,primary,321,12
31,secondary,13,1019
51,tertiary,-321,470
40,secondary,990,252
56,secondary,1554,15
40,secondary,2663,289
30,tertiary,306,90
61,primary,3738,188
32,unknown,5969,12
37,primary,0,155
52,tertiary,0,43
33,tertiary,387,17
31,secondary,0,287
35,tertiary,3,217
35,secondary,627,298
49,tertiary,503,310
55,secondary,312,13
28,secondary,2909,205
41,primary,-117,117
32,secondary,124,202
46,tertiary,1698,90
41,secondary,611,38
36,tertiary,2361,101
40,secondary,767,168
31,tertiary,12857,158
42,primary,103,170
44,secondary,196,386
44,secondary,310,200
36,primary,0,409
35,secondary,868,36
31,secondary,-538,521
29,primary,269,40
43,tertiary,479,168
34,tertiary,37,45
66,secondary,0,751
26,secondary,3247,341
31,secondary,492,99
33,secondary,2583,129
31,secondary,1801,136
28,secondary,29,402
26,tertiary,2722,206
30,secondary,1924,170
44,secondary,837,218
41,secondary,351,12
41,tertiary,326,163
33,tertiary,802,401
36,primary,-125,91
32,secondary,0,350
70,tertiary,5563,146
59,primary,3000,25
48,secondary,264,439
37,tertiary,6101,141
31,tertiary,383,119
33,tertiary,23,150
33,tertiary,417,83
38,secondary,121,168
47,secondary,700,69
28,secondary,53,459
46,secondary,1352,193
31,secondary,23,384
29,secondary,2424,93
33,tertiary,158,192
26,secondary,531,184
42,primary,66,139
33,tertiary,882,311
60,primary,5798,58
27,secondary,0,161
30,tertiary,93,146
47,secondary,1096,174
40,secondary,6695,297
36,primary,510,258
45,tertiary,1265,79
53,unknown,593,137
35,unknown,871,117
52,primary,11,365
37,secondary,310,179
50,tertiary,346,178
31,tertiary,2137,132
31,tertiary,140,9
55,secondary,698,25
50,tertiary,-1455,119
37,secondary,-254,121
52,tertiary,1595,40
26,secondary,1347,254
40,secondary,0,290
58,primary,443,41
60,secondary,-41,1658
39,unknown,195,74
37,secondary,74,120
27,tertiary,524,496
58,secondary,315,36
27,secondary,0,145
56,secondary,488,146
26,secondary,387,506
28,secondary,517,91
42,secondary,1048,23
32,primary,1450,72
56,secondary,2780,81
60,secondary,1139,67
33,secondary,697,860
31,tertiary,1134,174
43,secondary,309,24
55,secondary,8104,213
67,primary,491,110
30,tertiary,0,10
45,primary,959,156
29,secondary,76,198
41,primary,0,620
30,tertiary,300,38
27,secondary,795,101
38,tertiary,0,39
36,secondary,417,15
46,primary,718,80
34,secondary,-28,514
27,primary,540,115
40,unknown,638,68
47,tertiary,0,138
57,secondary,-435,89
28,tertiary,731,135
40,primary,1832,213
32,secondary,300,166
50,tertiary,1790,748
50,secondary,86,279
46,tertiary,-369,339
49,secondary,48,526
56,tertiary,616,156
33,secondary,0,214
48,tertiary,0,1423
34,secondary,347,154
54,tertiary,5927,256
45,secondary,776,232
35,tertiary,1064,69
26,tertiary,521,123
27,secondary,3977,108
47,tertiary,-80,150
34,tertiary,1168,163
28,secondary,89,172
57,secondary,3030,142
54,secondary,515,115
26,tertiary,1140,984
45,secondary,285,8
36,secondary,488,220
